t,signal
0.6,-0.09762327219149736
0.605,-0.0921488532828747
0.61,-0.08670173815246662
0.615,-0.08128179062211116
0.62,-0.07588887519283782
0.625,-0.07052285704147987
0.63,-0.06518360201730422
0.635,-0.059870976638657036
0.64,-0.05458484808962716
0.645,-0.049325084216725656
0.65,-0.044091553525581695
0.655,-0.03888412517765538
0.66,-0.03370266898696683
0.665,-0.028547055416841438
0.67,-0.023417155576671345
0.675,-0.018312841218693476
0.68,-0.013233984734782989
0.685,-0.008180459153263264
0.69,-0.0031521381357314526
0.695,0.0018511040260995593
0.7,0.006829392413544522
0.705,0.011782851484072543
0.71,0.016711605074418268
0.715,0.021615776403677955
0.72,0.026495488076390572
0.725,0.03135086208560178
0.73,0.03618201981591507
0.735,0.04098908204652507
0.74,0.04577216895423786
0.745,0.05053140011647539
0.75,0.055266894514264475
0.755,0.059978770535211945
0.76,0.06466714597646339
0.765,0.06933213804764926
0.77,0.07397386337381429
0.775,0.07859243799833338
0.78,0.08318797738581263
0.785,0.08776059642497613
0.79,0.0923104094315379
0.795,0.09683753015106022
0.8,0.10134207176179677
0.805,0.1058241468775225
0.81,0.11028386755034858
0.815,0.11472134527352429
0.82,0.11913669098422375
0.825,0.12353001506631966
0.83,0.12790142735314292
0.835,0.13225103713022857
0.84,0.13657895313804724
0.845,0.14088528357472474
0.85,0.1451701360987463
0.855,0.149433617831648
0.86,0.1536758353606955
0.865,0.15789689474154778
0.87,0.16209690150090927
0.875,0.16627596063916772
0.88,0.17043417663301907
0.885,0.1745716534380799
0.89,0.17868849449148594
0.895,0.1827848027144776
0.9,0.18686068051497418
0.905,0.19091622979013279
0.91,0.19495155192889646
0.915,0.19896674781452894
0.92,0.20296191782713646
0.925,0.2069371618461775
0.93,0.21089257925295946
0.935,0.21482826893312357
0.94,0.2187443292791169
0.945,0.222640858192652
0.95,0.2265179530871546
0.955,0.23037571089019893
0.96,0.23421422804593117
0.965,0.2380336005174799
0.97,0.2418339237893561
0.975,0.2456152928698394
0.98,0.2493778022933537
0.985,0.25312154612283067
0.99,0.256846617952061
0.995,0.26055311090803435
1,0.2642411176532675
1.005,0.2679107303881214
1.01,0.27156204085310565
1.015,0.2751951403311719
1.02,0.27881011964999636
1.025,0.2824070691842502
1.03,0.2859860788578592
1.035,0.2895472381462516
1.04,0.293090636078595
1.045,0.29661636124002233
1.05,0.3001245017738463
1.055,0.3036151453837628
1.06,0.30708837933604394
1.065,0.3105442904617197
1.07,0.313982965158748
1.075,0.3174044893941752
1.08,0.32080894870628573
1.085,0.32419642820673933
1.09,0.32756701258270016
1.095,0.33092078609895315
1.1,0.33425783260001096
1.105,0.3375782355122099
1.11,0.3408820778457955
1.115,0.3441694421969985
1.12,0.3474404107500988
1.125,0.35069506527948047
1.13,0.35393348715167616
1.135,0.35715575732740157
1.14,0.3603619563635787
1.145,0.36355216441535076
1.15,0.36672646123808494
1.155,0.3698849261893673
1.16,0.37302763823098606
1.165,0.3761546759309058
1.17,0.3792661174652321
1.175,0.3823620406201651
1.1800001,0.3854425227939451
1.185,0.3885076409987869
1.19,0.3915574718628052
1.1949999,0.39459209163193054
1.2,0.3976115761718153
1.205,0.40061600096972994
1.21,0.40360544113645114
1.215,0.4065799714081386
1.22,0.40953966614820425
1.225,0.41248459934917037
1.23,0.4154148446345207
1.235,0.4183304752605399
1.24,0.42123156411814544
1.245,0.4241181837347099
1.25,0.42699040627587403
1.255,0.4298483035473508
1.26,0.432691946996721
1.265,0.43552140771521897
1.27,0.43833675643951
1.275,0.44113806355345875
1.28,0.44392539908988926
1.285,0.4466988327323349
1.29,0.4494584338167811
1.295,0.4522042713333989
1.3,0.454936413928269
1.3050001,0.4576549299050987
1.31,0.460359887226929
1.315,0.463051353517834
1.3199999,0.46572939606461095
1.325,0.4683940818184631
1.33,0.4710454773966728
1.335,0.47368364908426797
1.34,0.4763086628356781
1.345,0.4789205842763835
1.35,0.48151947870455647
1.355,0.484105411092693
1.36,0.48667844608923727
1.365,0.48923864802019845
1.37,0.49178608089075815
1.375,0.49432080838687065
1.38,0.49684289387685565
1.385,0.49935240041298146
1.39,0.5018493907330424
1.395,0.5043339272619263
1.4,0.506806072113176
1.405,0.5092658870905413
1.41,0.511713433689525
1.415,0.5141487730989196
1.42,0.5165719662023369
1.425,0.518983073579731
1.4300001,0.5213821555089115
1.435,0.5237692719670519
1.44,0.5261444826321879
1.4449999,0.5285078468847098
1.45,0.5308594238088471
1.455,0.5331992721941452
1.46,0.5355274505369358
1.465,0.5378440170417986
1.47,0.5401490296230169
1.475,0.5424425459060254
1.48,0.5447246232288505
1.485,0.5469953186435441
1.49,0.54925468891761
1.495,0.5515027905354226
1.5,0.5537396796996394
1.505,0.5559654123326061
1.51,0.5581800440777545
1.515,0.5603836303009933
1.52,0.562576226092093
1.525,0.5647578862660627
1.53,0.5669286653645202
1.5350001,0.5690886176570562
1.54,0.5712377971425904
1.5450001,0.573376257550722
1.55,0.5755040523430723
1.5550001,0.5776212347146223
1.56,0.5797278575950413
1.565,0.581823973650011
1.5699999,0.5839096352825421
1.575,0.585984894634284
1.5799999,0.5880498035868287
1.585,0.5901044137630072
1.5899999,0.5921487765281812
1.595,0.5941829429915262
1.6,0.5962069640073098
1.605,0.5982208901761628
1.61,0.6002247718463443
1.615,0.6022186591150005
1.62,0.6042026018294169
1.625,0.6061766495882646
1.63,0.6081408517428404
1.635,0.6100952573983005
1.64,0.6120399154148881
1.645,0.6139748744091551
1.65,0.6159001827551769
1.655,0.6178158885857623
1.6600001,0.6197220397936571
1.665,0.6216186840327407
1.6700001,0.6235058687192179
1.675,0.625383641032804
1.6800001,0.6272520479179047
1.685,0.6291111360847894
1.69,0.6309609520107593
1.6949999,0.6328015419413087
1.7,0.6346329518912819
1.7049999,0.6364552276460229
1.71,0.6382684147625204
1.7149999,0.6400725585705469
1.72,0.6418677041737915
1.725,0.6436538964509879
1.73,0.645431180057036
1.735,0.6471995994241184
1.74,0.6489591987628114
1.745,0.6507100220631903
1.75,0.6524521130959287
1.755,0.6541855154133929
1.76,0.6559102723507315
1.765,0.6576264270269576
1.77,0.6593340223460276
1.775,0.6610331009979131
1.78,0.6627237054596691
1.7850001,0.6644058779964952
1.79,0.6660796606627926
1.7950001,0.6677450953032147
1.8,0.6694022235537147
1.8050001,0.671051086842585
1.81,0.6726917263914935
1.815,0.6743241832165148
1.8199999,0.6759484981291541
1.825,0.6775647117373691
1.8299999,0.679172864446584
1.835,0.6807729964607003
1.8399999,0.6823651477831019
1.845,0.6839493582176546
1.85,0.6855256673697019
1.855,0.6870941146470546
1.86,0.6886547392609765
1.865,0.6902075802271641
1.87,0.6917526763667223
1.875,0.6932900663071353
1.88,0.6948197884832314
1.885,0.696341881138145
1.89,0.6978563823242716
1.895,0.6993633299042197
1.9,0.7008627615517573
1.905,0.7023547147527538
1.9100001,0.7038392268061167
1.915,0.7053163348247247
1.9200001,0.7067860757363553
1.925,0.7082484862846079
1.9300001,0.7097036030298223
1.935,0.7111514623499928
1.94,0.712592100441678
1.9449999,0.714025553320905
1.95,0.7154518568240706
1.9549999,0.7168710466088368
1.96,0.718283158155022
1.9649999,0.7196882267654883
1.97,0.7210862875670243
1.975,0.7224773755112228
1.98,0.7238615253753549
1.985,0.7252387717632391
1.99,0.7266091491061071
1.995,0.7279726916634635
2,0.7293294335239435
2.005,0.7306794086061643
2.01,0.7320226506595731
2.015,0.7333591932652912
2.02,0.7346890698369537
2.025,0.7360123136215437
2.03,0.7373289577002251
2.035,0.7386390349891683
2.04,0.7399425782403737
2.045,0.7412396200424904
2.05,0.7425301928216312
2.055,0.7438143288421828
2.06,0.7450920602076123
2.065,0.7463634188612707
2.07,0.7476284365871904
2.075,0.7488871450108805
2.08,0.7501395756001172
2.085,0.7513857596657303
2.09,0.7526257283623865
2.095,0.7538595126893677
2.1,0.7550871434913464
2.105,0.7563086514591566
2.11,0.757524067130561
2.115,0.7587334208910148
2.12,0.759936742974425
2.125,0.7611340634639063
2.13,0.7623254122925334
2.135,0.7635108192440889
2.14,0.7646903139538084
2.145,0.7658639259091211
2.15,0.767031684450387
2.155,0.7681936187716305
2.16,0.76934975792127
2.165,0.7705001308028445
2.17,0.771644766175736
2.175,0.7727836926558884
2.18,0.7739169387165232
2.185,0.7750445326888509
2.19,0.7761665027627793
2.195,0.7772828769876188
2.2,0.7783936832727831
2.205,0.7794989493884874
2.21,0.7805987029664421
2.215,0.7816929715005436
2.22,0.7827817823475627
2.225,0.783865162727827
2.23,0.7849431397259026
2.235,0.7860157402912704
2.24,0.7870829912390007
2.245,0.7881449192504224
2.25,0.7892015508737913
2.255,0.7902529125249531
2.26,0.7912990304880037
2.2649999,0.7923399309159467
2.27,0.793375639831347
2.275,0.7944061831269815
2.28,0.7954315865664863
2.285,0.7964518757850005
2.29,0.797467076289808
2.295,0.7984772134609741
2.3,0.799482312551981
2.305,0.800482398690358
2.31,0.8014774968783107
2.315,0.8024676319933457
2.32,0.8034528287888925
2.325,0.8044331118949222
2.33,0.8054085058185636
2.335,0.8063790349447155
2.34,0.8073447235366566
2.345,0.8083055957366521
2.35,0.8092616755665569
2.355,0.8102129869284167
2.3600001,0.8111595536050649
2.365,0.8121013992607178
2.37,0.813038547441566
2.375,0.8139710215763627
2.38,0.8148988449770098
2.385,0.8158220408391408
2.3899999,0.8167406322427
2.395,0.8176546421525206
2.4,0.818564093418898
2.405,0.8194690087781611
2.41,0.8203694108532411
2.415,0.8212653221542365
2.42,0.822156765078977
2.425,0.8230437619135815
2.43,0.8239263348330177
2.435,0.8248045059016542
2.44,0.8256782970738135
2.445,0.8265477301943203
2.45,0.8274128269990482
2.455,0.8282736091154621
2.46,0.8291300980631597
2.465,0.8299823152544097
2.47,0.8308302819946858
2.475,0.8316740194832009
2.48,0.8325135488134361
2.4850001,0.8333488909736686
2.49,0.8341800668474957
2.495,0.8350070972143575
2.5,0.8358300027500563
2.505,0.8366488040272733
2.51,0.8374635215160833
2.5149999,0.8382741755844658
2.52,0.8390807864988148
2.525,0.8398833744244449
2.53,0.8406819594260964
2.535,0.8414765614684356
2.54,0.8422672004165552
2.545,0.84305389603647
2.55,0.8438366679956115
2.555,0.8446155358633194
2.56,0.8453905191113309
2.565,0.8461616371142677
2.57,0.84692890915012
2.575,0.8476923544007287
2.58,0.8484519919522646
2.585,0.8492078407957062
2.59,0.849959919827314
2.595,0.850708247849103
2.6,0.8514528435693127
2.605,0.8521937256028749
2.6100001,0.8529309124718787
2.615,0.8536644226060346
2.62,0.8543942743431341
2.625,0.8551204859295085
2.63,0.8558430755204853
2.635,0.856562061180842
2.6399999,0.8572774608852576
2.645,0.8579892925187618
2.65,0.8586975738771827
2.655,0.8594023226675911
2.66,0.8601035565087434
2.665,0.8608012929315221
2.67,0.8614955493793741
2.675,0.8621863432087471
2.68,0.8628736916895223
2.685,0.863557612005448
2.69,0.8642381212545673
2.695,0.8649152364496473
2.7,0.8655889745186027
2.705,0.8662593523049207
2.71,0.8669263865680805
2.715,0.8675900939839738
2.72,0.8682504911453202
2.725,0.8689075945620834
2.73,0.8695614206618829
2.7350001,0.8702119857904054
2.74,0.8708593062118128
2.745,0.8715033981091496
2.75,0.8721442775847466
2.755,0.872781960660624
2.76,0.8734164632788919
2.7649999,0.8740478013021489
2.77,0.8746759905138786
2.775,0.8753010466188438
2.78,0.8759229852434798
2.785,0.8765418219362846
2.79,0.8771575721682077
2.795,0.877770251333037
2.8,0.8783798747477836
2.805,0.8789864576530644
2.81,0.8795900152134839
2.815,0.8801905625180124
2.82,0.8807881145803638
2.825,0.8813826863393708
2.83,0.8819742926593581
2.835,0.8825629483305149
2.84,0.8831486680692633
2.845,0.8837314665186276
2.85,0.8843113582485991
2.855,0.8848883577565014
2.8600001,0.8854624794673525
2.865,0.8860337377342247
2.87,0.8866021468386045
2.875,0.8871677209907491
2.88,0.8877304743300418
2.885,0.8882904209253455
2.8899999,0.8888475747753541
2.895,0.8894019498089429
2.9,0.8899535598855168
2.905,0.8905024187953563
2.91,0.8910485402599626
2.915,0.8915919379324009
2.92,0.8921326253976412
2.925,0.8926706161728983
2.93,0.8932059237079697
2.935,0.8937385613855717
2.94,0.8942685425216739
2.945,0.8947958803658322
2.95,0.8953205881015205
2.955,0.8958426788464593
2.96,0.8963621656529444
2.965,0.896879061508173
2.97,0.8973933793345683
2.975,0.897905131990103
2.98,0.89841433226862
2.9850001,0.8989209929001529
2.99,0.8994251265512438
2.995,0.8999267458252602
3,0.90042586326271
3.005,0.9009224913415554
3.01,0.9014166424775241
3.015,0.9019083290244201
3.02,0.9023975632744328
3.025,0.902884357458444
3.03,0.9033687237463335
3.035,0.9038506742472838
3.04,0.9043302210100825
3.045,0.9048073760234236
3.05,0.9052821512162075
3.055,0.9057545584578386
3.06,0.9062246095585225
3.065,0.9066923162695613
3.07,0.9071576902836471
3.075,0.9076207432351544
3.08,0.9080814867004312
3.085,0.908539932198088
3.09,0.9089960911892865
3.095,0.9094499750780247
3.1,0.9099015952114238
3.105,0.9103509628800106
3.11,0.9107980893180003
3.115,0.9112429857035769
3.12,0.9116856631591734
3.125,0.9121261327517491
3.13,0.912564405493067
3.135,0.9130004923399684
3.14,0.9134344041946469
3.145,0.9138661519049218
3.15,0.914295746264508
3.155,0.9147231980132873
3.16,0.9151485178375753
3.165,0.91557171637039
3.17,0.9159928041917167
3.175,0.9164117918287726
3.18,0.916828689756271
3.185,0.9172435083966812
3.19,0.9176562581204912
3.195,0.9180669492464655
3.2,0.9184755920419037
3.205,0.9188821967228968
3.21,0.9192867734545831
3.215,0.9196893323514019
3.22,0.9200898834773468
3.225,0.9204884368462165
3.23,0.9208850024218662
3.235,0.9212795901184561
3.24,0.9216722098006989
3.245,0.922062871284107
3.25,0.9224515843352381
3.255,0.9228383586719386
3.26,0.923223203963587
3.2649999,0.9236061298313358
3.27,0.9239871458483515
3.275,0.9243662615400545
3.28,0.9247434863843567
3.285,0.9251188298118989
3.29,0.9254923012062863
3.295,0.9258639099043233
3.3,0.9262336651962468
3.305,0.9266015763259583
3.31,0.9269676524912549
3.315,0.9273319028440601
3.32,0.9276943364906516
3.325,0.9280549624918895
3.33,0.9284137898634426
3.335,0.9287708275760138
3.34,0.9291260845555647
3.345,0.9294795696835381
3.35,0.9298312917970806
3.355,0.9301812596892634
3.3600001,0.930529482109302
3.365,0.9308759677627751
3.37,0.9312207253118423
3.375,0.9315637633754599
3.38,0.9319050905295976
3.385,0.9322447153074518
3.3899999,0.9325826461996598
3.395,0.9329188916545115
3.4,0.9332534600781608
3.405,0.9335863598348357
3.41,0.9339175992470474
3.415,0.9342471865957986
3.42,0.9345751301207901
3.425,0.9349014380206271
3.43,0.935226118453024
3.435,0.9355491795350086
3.44,0.9358706293431247
3.445,0.9361904759136344
3.45,0.9365087272427184
3.455,0.9368253912866769
3.46,0.9371404759621271
3.465,0.9374539891462024
3.47,0.9377659386767487
3.475,0.9380763323525207
3.48,0.9383851779333763
3.4850001,0.938692483140471
3.49,0.9389982556564513
3.495,0.9393025031256459
3.5,0.9396052331542573
3.505,0.9399064533105519
3.51,0.9402061711250496
3.5149999,0.940504394090711
3.52,0.940801129663126
3.525,0.9410963852606993
3.53,0.9413901682648362
3.535,0.9416824860201272
3.54,0.9419733458345314
3.545,0.9422627549795592
3.55,0.9425507206904544
3.555,0.9428372501663747
3.56,0.9431223505705719
3.565,0.943406029030571
3.57,0.9436882926383483
3.575,0.9439691484505086
3.58,0.9442486034884621
3.585,0.944526664738599
3.59,0.9448033391524651
3.595,0.9450786336469352
3.6,0.945352555104386
3.605,0.9456251103728681
3.6100001,0.9458963062662775
3.615,0.9461661495645257
3.62,0.9464346470137093
3.625,0.9467018053262783
3.63,0.9469676311812045
3.635,0.9472321312241483
3.6399999,0.9474953120676244
3.645,0.9477571802911675
3.65,0.9480177424414968
3.655,0.9482770050326799
3.66,0.9485349745462948
3.665,0.9487916574315929
3.67,0.9490470601056598
3.675,0.9493011889535754
3.68,0.9495540503285744
3.685,0.9498056505522043
3.69,0.9500559959144836
3.695,0.9503050926740597
3.7,0.9505529470583642
3.705,0.95079956526377
3.71,0.9510449534557448
3.715,0.9512891177690062
3.72,0.9515320643076748
3.725,0.9517737991454267
3.73,0.9520143283256455
3.7350001,0.9522536578615732
3.74,0.9524917937364608
3.745,0.9527287419037174
3.75,0.9529645082870595
3.755,0.9531990987806589
3.76,0.9534325192492903
3.7649999,0.9536647755284775
3.77,0.9538958734246397
3.775,0.9541258187152364
3.78,0.9543546171489117
3.785,0.9545822744456383
3.79,0.9548087962968606
3.795,0.9550341883656366
3.8,0.9552584562867796
3.805,0.9554816056669997
3.81,0.9557036420850427
3.815,0.9559245710918307
3.82,0.9561443982106006
3.825,0.9563631289370416
3.83,0.9565807687394332
3.835,0.9567973230587818
3.84,0.9570127973089568
3.845,0.9572271968768258
3.85,0.9574405271223887
3.855,0.9576527933789132
3.8600001,0.9578640009530666
3.865,0.9580741551250491
3.87,0.9582832611487262
3.875,0.9584913242517592
3.88,0.9586983496357366
3.885,0.958904342476304
3.8899999,0.9591093079232926
3.895,0.9593132511008498
3.9,0.9595161771075653
3.905,0.9597180910166001
3.91,0.9599189978758123
3.915,0.9601189027078838
3.92,0.960317810510446
3.925,0.9605157262562041
3.93,0.960712654893062
3.935,0.960908601344246
3.94,0.9611035705084277
3.945,0.9612975672598463
3.95,0.9614905964484306
3.955,0.9616826628999204
3.96,0.9618737714159871
3.965,0.9620639267743534
3.97,0.9622531337289133
3.975,0.9624413970098504
3.98,0.9626287213237565
3.9850001,0.9628151113537493
3.99,0.9630005717595893
3.995,0.9631851071777962
4,0.9633687222217651
4.005,0.9635514214818817
4.01,0.963733209525637
4.015,0.9639140908977415
4.02,0.964094070120239
4.025,0.9642731516926195
4.03,0.9644513400919315
4.035,0.9646286397728943
4.04,0.9648050551680092
4.045,0.9649805906876703
4.05,0.9651552507202745
4.055,0.965329039632332
4.06,0.9655019617685745
4.065,0.9656740214520645
4.07,0.9658452229843029
4.075,0.966015570645337
4.08,0.9661850686938673
4.085,0.9663537213673539
4.09,0.9665215328821222
4.095,0.9666885074334688
4.1,0.9668546491957664
4.105,0.9670199623225675
4.11,0.9671844509467089
4.115,0.967348119180415
4.12,0.9675109711154
4.125,0.9676730108229705
4.13,0.967834242354128
4.135,0.9679946697396691
4.14,0.9681542969902868
4.145,0.9683131280966706
4.15,0.9684711670296065
4.155,0.9686284177400759
4.16,0.9687848841593549
4.165,0.9689405701991121
4.17,0.9690954797515066
4.175,0.9692496166892852
4.18,0.9694029848658796
4.185,0.969555588115502
4.19,0.9697074302532418
4.195,0.9698585150751602
4.2,0.9700088463583856
4.205,0.9701584278612079
4.21,0.9703072633231724
4.215,0.9704553564651734
4.22,0.9706027109895474
4.225,0.9707493305801651
4.23,0.9708952189025237
4.235,0.9710403796038392
4.24,0.9711848163131362
4.245,0.9713285326413403
4.25,0.9714715321813672
4.255,0.9716138185082128
4.26,0.9717553951790427
4.265,0.971896265733281
4.27,0.972036433692699
4.275,0.9721759025615027
4.28,0.9723146758264212
4.285,0.9724527569567936
4.29,0.9725901494046552
4.295,0.9727268566048242
4.3,0.9728628819749878
4.305,0.9729982289157875
4.31,0.9731329008109038
4.315,0.9732669010271409
4.32,0.9734002329145113
4.325,0.9735328998063193
4.33,0.9736649050192439
4.335,0.9737962518534224
4.34,0.9739269435925326
4.345,0.9740569835038746
4.35,0.9741863748384529
4.355,0.9743151208310579
4.36,0.9744432247003458
4.365,0.9745706896489201
4.37,0.9746975188634113
4.375,0.974823715514556
4.38,0.9749492827572774
4.385,0.975074223730763
4.39,0.9751985415585438
4.395,0.9753222393485717
4.4,0.975445320193298
4.405,0.9755677871697503
4.41,0.9756896433396094
4.415,0.9758108917492858
4.42,0.975931535429996
4.425,0.9760515773978384
4.43,0.9761710206538685
4.435,0.9762898681841738
4.44,0.9764081229599488
4.445,0.9765257879375691
4.45,0.9766428660586652
4.455,0.9767593602501963
4.46,0.9768752734245232
4.465,0.9769906084794813
4.47,0.977105368298453
4.475,0.9772195557504397
4.48,0.9773331736901338
4.485,0.9774462249579896
4.49,0.9775587123802947
4.495,0.9776706387692404
4.5,0.9777820069229923
4.505,0.9778928196257601
4.51,0.9780030796478671
4.515,0.9781127897458197
4.52,0.9782219526623761
4.525,0.9783305711266146
4.5299997,0.9784386478540028
4.535,0.9785461855464643
4.54,0.9786531868924471
4.545,0.9787596545669903
4.55,0.9788655912317916
4.555,0.9789709995352729
4.56,0.9790758821126473
4.565,0.9791802415859847
4.57,0.9792840805642773
4.575,0.9793874016435051
4.58,0.9794902074067005
4.585,0.9795925004240127
4.59,0.9796942832527726
4.5950003,0.9797955584375564
4.6,0.9798963285102489
4.605,0.9799965959901069
4.61,0.9800963633838229
4.615,0.9801956331855868
4.62,0.9802944078771489
4.625,0.9803926899278816
4.63,0.9804904817948414
4.635,0.9805877859228298
4.64,0.9806846047444553
4.645,0.9807809406801933
4.65,0.9808767961384475
4.6549997,0.980972173515609
4.66,0.9810670751961175
4.665,0.9811615035525196
4.67,0.9812554609455295
4.675,0.9813489497240868
4.68,0.9814419722254157
4.685,0.9815345307750838
4.69,0.9816266276870595
4.695,0.9817182652637704
4.7,0.9818094457961608
4.705,0.9819001715637485
4.71,0.9819904448346828
4.715,0.9820802678657998
4.7200003,0.9821696429026803
4.725,0.9822585721797046
4.73,0.9823470579201095
4.735,0.9824351023360429
4.74,0.9825227076286198
4.745,0.9826098759879771
4.75,0.9826966095933285
4.755,0.9827829106130184
4.76,0.9828687812045769
4.765,0.9829542235147732
4.77,0.9830392396796697
4.775,0.9831238318246749
4.7799997,0.9832080020645966
4.785,0.9832917525036955
4.79,0.9833750852357368
4.795,0.9834580023440429
4.8,0.9835405059015461
4.805,0.9836225979708395
4.81,0.9837042806042293
4.815,0.9837855558437856
4.82,0.9838664257213934
4.825,0.9839468922588039
4.83,0.9840269574676848
4.835,0.9841066233496705
4.84,0.9841858918964121
4.8450003,0.9842647650896275
4.85,0.9843432449011507
4.855,0.9844213332929808
4.86,0.9844990322173319
4.865,0.9845763436166812
4.87,0.9846532694238175
4.875,0.9847298115618901
4.88,0.9848059719444564
4.885,0.98488175247553
4.89,0.9849571550496281
4.895,0.985032181551819
4.9,0.9851068338577691
4.9049997,0.9851811138337898
4.91,0.9852550233368846
4.915,0.9853285642147949
4.92,0.9854017383060465
4.925,0.9854745474399953
4.93,0.9855469934368737
4.935,0.9856190781078351
4.94,0.9856908032550002
4.945,0.9857621706715016
4.95,0.9858331821415283
4.955,0.9859038394403705
4.96,0.9859741443344645
4.965,0.9860440985814365
4.9700003,0.9861137039301462
4.975,0.9861829621207308
4.98,0.9862518748846487
4.985,0.9863204439447228
4.99,0.986388671015183
4.995,0.9864565578017097
5,0.986524106001476
5.005,0.9865913173031904
5.01,0.986658193387139
5.015,0.9867247359252276
5.02,0.9867909465810227
5.025,0.9868568270097946
5.03,0.986922378858557
5.035,0.9869876037661098
5.04,0.987052503363079
5.045,0.9871170792719579
5.05,0.9871813331071477
5.055,0.9872452664749976
5.06,0.9873088809738451
5.065,0.9873721781940559
5.07,0.9874351597180637
5.075,0.9874978271204102
5.08,0.9875601819677835
5.085,0.9876222258190581
5.09,0.9876839602253336
5.095,0.987745386729973
5.1,0.9878065068686426
5.105,0.9878673221693488
5.11,0.9879278341524773
5.115,0.9879880443308309
5.12,0.9880479542096672
5.125,0.9881075652867362
5.13,0.9881668790523179
5.135,0.9882258969892597
5.14,0.9882846205730129
5.145,0.9883430512716704
5.15,0.9884011905460026
5.155,0.9884590398494943
5.16,0.9885166006283812
5.165,0.9885738743216856
5.17,0.988630862361253
5.175,0.9886875661717871
5.18,0.9887439871708865
5.185,0.9888001267690789
5.19,0.9888559863698572
5.195,0.9889115673697142
5.2,0.988966871158178
5.205,0.9890218991178461
5.21,0.9890766526244203
5.215,0.9891311330467414
5.22,0.9891853417468224
5.225,0.9892392800798839
5.23,0.989292949394387
5.235,0.9893463510320673
5.24,0.9893994863279685
5.245,0.9894523566104758
5.25,0.9895049632013491
5.255,0.9895573074157555
5.26,0.9896093905623036
5.265,0.9896612139430745
5.27,0.9897127788536555
5.275,0.989764086583172
5.28,0.9898151384143201
5.285,0.9898659356233981
5.29,0.9899164794803388
5.295,0.9899667712487414
5.3,0.9900168121859028
5.305,0.9900666035428487
5.31,0.9901161465643658
5.315,0.9901654424890323
5.32,0.9902144925492486
