t,signal
2.425,0.27094374826990625
2.43,0.27132484110037286
2.435,0.2717053618670994
2.44,0.27208531294560967
2.445,0.27246469669970175
2.45,0.27284351548150637
2.455,0.2732217716315454
2.46,0.27359946747878944
2.465,0.27397660534071566
2.47,0.2743531875233651
2.475,0.2747292163213997
2.48,0.27510469401815885
2.4850001,0.2754796228857162
2.49,0.2758540051849359
2.495,0.276227843165528
2.5,0.27660113906610484
2.505,0.2769738951142356
2.51,0.2773461135265021
2.5149999,0.27771779650855327
2.52,0.2780889462551596
2.525,0.2784595649502677
2.53,0.278829654767054
2.535,0.2791992178679787
2.54,0.27956825640483907
2.545,0.2799367725188228
2.55,0.28030476834056084
2.555,0.28067224599017987
2.56,0.2810392075773552
2.565,0.28140565520136224
2.57,0.28177159095112914
2.575,0.28213701690528764
2.58,0.28250193513222505
2.585,0.282866347690135
2.59,0.28323025662706847
2.595,0.28359366398098423
2.6,0.2839565717797992
2.605,0.2843189820414388
2.6100001,0.2846808967738865
2.615,0.2850423179752336
2.62,0.28540324763372843
2.625,0.28576368772782546
2.63,0.28612364022623427
2.635,0.28648310708796826
2.6399999,0.28684209026239266
2.645,0.287200591689273
2.65,0.28755861329882265
2.655,0.2879161570117511
2.66,0.28827322473931066
2.665,0.28862981838334395
2.67,0.28898593983633086
2.675,0.28934159098143525
2.68,0.28969677369255153
2.685,0.2900514898343505
2.69,0.2904057412623257
2.695,0.2907595298228394
2.7,0.29111285735316755
2.705,0.29146572568154555
2.71,0.2918181366272132
2.715,0.2921700920004596
2.72,0.29252159360266794
2.725,0.29287264322635964
2.73,0.29322324265523875
2.7350001,0.2935733936642359
2.74,0.29392309801955213
2.745,0.29427235747870223
2.75,0.2946211737905583
2.755,0.2949695486953928
2.76,0.2953174839249214
2.7649999,0.29566498120234574
2.77,0.2960120422423957
2.775,0.29635866875137196
2.78,0.29670486242718785
2.785,0.29705062495941126
2.79,0.29739595802930624
2.795,0.2977408633098745
2.8,0.2980853424658965
2.805,0.29842939715397254
2.81,0.29877302902256353
2.815,0.2991162397120318
2.82,0.29945903085468095
2.825,0.2998014040747969
2.83,0.30014336098868694
2.835,0.30048490320472027
2.84,0.30082603232336735
2.845,0.30116674993723913
2.85,0.3015070576311265
2.855,0.3018469569820391
2.8600001,0.3021864495592445
2.865,0.3025255369243063
2.87,0.3028642206311229
2.875,0.3032025022259657
2.88,0.3035403832475171
2.885,0.30387786522690846
2.8899999,0.30421494968775753
2.895,0.30455163814620606
2.9,0.3048879321109574
2.905,0.30522383308331286
2.91,0.30555934255720957
2.915,0.30589446201925646
2.92,0.3062291929487711
2.925,0.30656353681781623
2.93,0.30689749509123565
2.935,0.3072310692266904
2.94,0.3075642606746946
2.945,0.3078970708786511
2.95,0.30822950127488685
2.955,0.30856155329268825
2.96,0.30889322835433647
2.965,0.30922452787514193
2.97,0.30955545326347955
2.975,0.30988600592082316
2.98,0.3102161872417799
2.9850001,0.31054599861412446
2.99,0.3108754414188332
2.995,0.31120451703011814
3,0.31153322681546053
3.005,0.3118615721356445
3.01,0.3121895543447908
3.015,0.31251717479038926
3.02,0.31284443481333263
3.025,0.3131713357479492
3.03,0.3134978789220355
3.035,0.31382406565688886
3.04,0.31414989726734005
3.045,0.3144753750617852
3.05,0.31480050034221824
3.055,0.31512527440426263
3.06,0.31544969853720317
3.065,0.3157737740240177
3.07,0.31609750214140847
3.075,0.31642088415983344
3.08,0.31674392134353757
3.085,0.3170666149505837
3.09,0.31738896623288315
3.095,0.3177109764362271
3.1,0.31803264680031634
3.105,0.31835397855879205
3.11,0.3186749729392661
3.115,0.31899563116335083
3.12,0.31931595444668925
3.125,0.31963594399898465
3.13,0.3199556010240303
3.135,0.320274926719739
3.14,0.3205939222781722
3.145,0.32091258888556934
3.15,0.321230927722377
3.155,0.3215489399632776
3.16,0.32186662677721817
3.165,0.32218398932743914
3.17,0.32250102877150244
3.175,0.3228177462613205
3.18,0.3231341429431835
3.185,0.3234502199577883
3.19,0.3237659784402657
3.195,0.32408141952020875
3.2,0.3243965443216998
3.205,0.32471135396333833
3.21,0.3250258495582684
3.215,0.32534003221420565
3.22,0.3256539030334644
3.225,0.3259674631129846
3.23,0.3262807135443587
3.235,0.32659365541385843
3.24,0.326906289802461
3.245,0.3272186177858758
3.25,0.32753064043457064
3.255,0.3278423588137979
3.26,0.3281537739836204
3.2649999,0.32846488699893733
3.27,0.3287756989095102
3.275,0.32908621075998834
3.28,0.3293964235899342
3.285,0.32970633843384917
3.29,0.33001595632119846
3.295,0.33032527827643626
3.3,0.330634305319031
3.305,0.33094303846348977
3.31,0.33125147871938365
3.315,0.3315596270913717
3.32,0.33186748457922605
3.325,0.3321750521778558
3.33,0.33248233087733153
3.335,0.33278932166290953
3.34,0.33309602551505546
3.345,0.33340244340946856
3.35,0.3337085763171054
3.355,0.3340144252042032
3.3600001,0.334319991032304
3.365,0.3346252747582774
3.37,0.3349302773343444
3.375,0.3352349997081002
3.38,0.3355394428225375
3.385,0.3358436076160695
3.3899999,0.33614749502255253
3.395,0.3364511059713089
3.4,0.3367544413871495
3.405,0.33705750219039643
3.41,0.3373602892969051
3.415,0.3376628036180868
3.42,0.3379650460609308
3.425,0.33826701752802624
3.43,0.3385687189175842
3.435,0.3388701511234597
3.44,0.33917131503517306
3.445,0.33947221153793183
3.45,0.33977284151265225
3.455,0.34007320583598044
3.46,0.3403733053803141
3.465,0.3406731410138232
3.47,0.3409727136004716
3.475,0.34127202400003753
3.48,0.34157107306813494
3.4850001,0.34186986165623373
3.49,0.3421683906116811
3.495,0.34246666077772137
3.5,0.34276467299351704
3.505,0.3430624280941689
3.51,0.3433599269107363
3.5149999,0.3436571702702573
3.52,0.34395415899576864
3.525,0.34425089390632607
3.53,0.34454737581702377
3.535,0.3448436055390143
3.54,0.34513958387952826
3.545,0.34543531164189395
3.55,0.34573078962555653
3.555,0.3460260186260977
3.56,0.3463209994352549
3.565,0.3466157328409403
3.57,0.3469102196272602
3.575,0.3472044605745336
3.58,0.3474984564593115
3.585,0.3477922080543954
3.59,0.34808571612885636
3.595,0.34837898144805307
3.6,0.3486720047736508
3.605,0.3489647868636397
3.6100001,0.3492573284723531
3.615,0.34954963035048564
3.62,0.34984169324511183
3.625,0.35013351789970354
3.63,0.3504251050541485
3.635,0.3507164554447676
3.6399999,0.35100756980433334
3.645,0.351298448862087
3.65,0.3515890933437565
3.655,0.3518795039715739
3.66,0.35216968146429284
3.665,0.3524596265372057
3.67,0.35274933990216123
3.675,0.3530388222675814
3.68,0.35332807433847857
3.685,0.35361709681647263
3.69,0.35390589039980785
3.695,0.3541944557833696
3.7,0.3544827936587013
3.705,0.35477090471402073
3.71,0.3550587896342373
3.715,0.3553464491009678
3.72,0.3556338837925532
3.725,0.3559210943840749
3.73,0.3562080815473712
3.7350001,0.3564948459510532
3.74,0.35678138826052086
3.745,0.35706770913797936
3.75,0.35735380924245475
3.755,0.35763968922980977
3.76,0.35792534975275986
3.7649999,0.3582107914608887
3.77,0.35849601500066386
3.775,0.3587810210154523
3.78,0.35906581014553596
3.785,0.359350383028127
3.79,0.35963474029738324
3.795,0.35991888258442317
3.8,0.3602028105173415
3.805,0.3604865247212237
3.81,0.36077002581816175
3.815,0.36105331442726823
3.82,0.3613363911646918
3.825,0.36161925664363165
3.83,0.36190191147435236
3.835,0.3621843562641986
3.84,0.36246659161760947
3.845,0.3627486181361332
3.85,0.36303043641844135
3.855,0.3633120470603435
3.8600001,0.36359345065480114
3.865,0.3638746477919421
3.87,0.3641556390590747
3.875,0.36443642504070156
3.88,0.364717006318534
3.885,0.3649973834715055
3.8899999,0.365277557075786
3.895,0.3655575277047954
3.9,0.3658372959292172
3.905,0.36611686231701257
3.91,0.3663962274334334
3.915,0.36667539184103615
3.92,0.3669543560996952
3.925,0.3672331207666162
3.93,0.3675116863963495
3.935,0.3677900535408032
3.94,0.3680682227492564
3.945,0.36834619456837253
3.95,0.3686239695422118
3.955,0.3689015482122452
3.96,0.3691789311173662
3.965,0.36945611879390444
3.97,0.36973311177563845
3.975,0.3700099105938077
3.98,0.37028651577712635
3.9850001,0.3705629278517949
3.99,0.370839147341513
3.995,0.37111517476749245
4,0.3713910106484685
4.005,0.3716666555007134
4.01,0.371942109838048
4.015,0.37221737417185385
4.02,0.37249244901108597
4.025,0.37276733486228436
4.03,0.37304203222958643
4.035,0.3733165416147389
4.04,0.3735908635171094
4.045,0.37386499843369875
4.05,0.37413894685915267
4.055,0.37441270928577347
4.06,0.3746862862035315
4.065,0.37495967810007724
4.07,0.3752328854607525
4.075,0.3755059087686021
4.08,0.37577874850438536
4.085,0.37605140514658736
4.09,0.37632387917143023
4.095,0.37659617105288484
4.1,0.3768682812626814
4.105,0.37714021027032124
4.11,0.37741195854308746
4.115,0.37768352654605625
4.12,0.3779549147421079
4.125,0.37822612359193764
4.13,0.37849715355406643
4.135,0.37876800508485214
4.14,0.37903867863850005
4.145,0.3793091746670736
4.15,0.37957949362050536
4.155,0.37984963594660714
4.16,0.38011960209108103
4.165,0.38038939249752984
4.17,0.3806590076074673
4.175,0.3809284478603287
4.18,0.38119771369348115
4.185,0.38146680554223417
4.19,0.38173572383984955
4.195,0.3820044690175517
4.2,0.3822730415045379
4.205,0.3825414417279884
4.21,0.38280967011307643
4.215,0.3830777270829781
4.22,0.38334561305888254
4.225,0.38361332846000173
4.23,0.38388087370358026
4.235,0.3841482492049055
4.24,0.38441545537731675
4.245,0.3846824926322155
4.25,0.38494936137907493
4.255,0.3852160620254493
4.26,0.38548259497698373
4.265,0.3857489606374239
4.27,0.3860151594086252
4.275,0.386281191690562
4.28,0.3865470578813377
4.285,0.3868127583771934
4.29,0.3870782935725174
4.295,0.38734366385985464
4.3,0.38760886962991553
4.305,0.3878739112715855
4.31,0.3881387891719336
4.315,0.38840350371622223
4.32,0.38866805528791526
4.325,0.3889324442686879
4.33,0.38919667103843497
4.335,0.38946073597528025
4.34,0.3897246394555847
4.345,0.38998838185395596
4.35,0.3902519635432566
4.355,0.39051538489461296
4.36,0.3907786462774239
4.365,0.3910417480593692
4.37,0.3913046906064183
4.375,0.39156747428283883
4.38,0.39183009945120506
4.385,0.3920925664724062
4.39,0.392354875705655
4.395,0.392617027508496
4.4,0.3928790222368139
4.405,0.3931408602448419
4.41,0.39340254188516965
4.415,0.3936640675087518
4.42,0.39392543746491593
4.425,0.39418665210137066
4.43,0.39444771176421384
4.435,0.3947086167979405
4.44,0.3949693675454508
4.445,0.3952299643480582
4.45,0.39549040754549697
4.455,0.3957506974759304
4.46,0.3960108344759586
4.465,0.396270818880626
4.47,0.3965306510234296
4.475,0.3967903312363262
4.48,0.3970498598497403
4.485,0.3973092371925717
4.49,0.3975684635922033
4.495,0.39782753937450827
4.5,0.3980864648638578
4.505,0.3983452403831286
4.51,0.3986038662537103
4.515,0.398862342795513
4.52,0.39912067032697435
4.525,0.39937884916506705
4.5299997,0.39963687962530625
4.535,0.3998947620217567
4.54,0.40015249666704006
4.545,0.4004100838723419
4.55,0.40066752394741895
4.555,0.40092481720060646
4.56,0.40118196393882505
4.565,0.4014389644675876
4.57,0.4016958190910066
4.575,0.401952528111801
4.58,0.40220909183130304
4.585,0.40246551054946544
4.59,0.40272178456486796
4.5950003,0.4029779141747244
4.6,0.4032338996748893
4.605,0.403489741359865
4.61,0.40374543952280795
4.615,0.4040009944555359
4.62,0.40425640644853406
4.625,0.4045116757909621
4.63,0.4047668027706606
4.635,0.405021787674158
4.64,0.4052766307866762
4.645,0.40553133239213823
4.65,0.4057858927731738
4.6549997,0.4060403122111264
4.66,0.40629459098605925
4.665,0.4065487293767618
4.67,0.40680272766075637
4.675,0.40705658611430395
4.68,0.407310305012411
4.685,0.40756388462883536
4.69,0.4078173252360925
4.695,0.4080706271054618
4.7,0.40832379050699275
4.705,0.408576815709511
4.71,0.4088297029806245
4.715,0.40908245258672943
4.7200003,0.40933506479301646
4.725,0.4095875398634766
4.73,0.4098398780609072
4.735,0.410092079646918
4.74,0.4103441448819369
4.745,0.41059607402521575
4.75,0.41084786733483664
4.755,0.41109952506771735
4.76,0.4113510474796172
4.765,0.41160243482514297
4.77,0.4118536873577545
4.775,0.41210480532977045
4.7799997,0.41235578899237385
4.785,0.4126066385956182
4.79,0.4128573543884325
4.795,0.4131079366186274
4.8,0.4133583855329002
4.805,0.413608701376841
4.81,0.4138588843949378
4.815,0.414108934830582
4.82,0.4143588529260741
4.825,0.4146086389226291
4.83,0.41485829306038163
4.835,0.41510781557839155
4.84,0.4153572067146494
4.8450003,0.41560646670608137
4.85,0.415855595788555
4.855,0.41610459419688434
4.86,0.41635346216483493
4.865,0.4166021999251292
4.87,0.4168508077094519
4.875,0.417099285748455
4.88,0.41734763427176286
4.885,0.41759585350797734
4.89,0.4178439436846829
4.895,0.4180919050284519
4.9,0.41833973776484923
4.9049997,0.4185874421184375
4.91,0.4188350183127823
4.915,0.41908246657045684
4.92,0.41932978711304686
4.925,0.4195769801611557
4.93,0.4198240459344093
4.935,0.4200709846514608
4.94,0.4203177965299955
4.945,0.42056448178673594
4.95,0.420811040637446
4.955,0.4210574732969365
4.96,0.42130377997906937
4.965,0.4215499608967627
4.9700003,0.42179601626199514
4.975,0.4220419462858109
4.98,0.4222877511783242
4.985,0.4225334311487237
4.99,0.42277898640527795
4.995,0.4230244171553387
5,0.42326972360534665
5.005,0.4235149059608351
5.01,0.42375996442643515
5.015,0.4240048992058797
5.02,0.42424971050200805
5.025,0.4244943985167707
5.03,0.4247389634512331
5.035,0.42498340550558067
5.04,0.42522772487912286
5.045,0.4254719217702977
5.05,0.42571599637667595
5.055,0.42595994889496547
5.06,0.4262037795210155
5.065,0.4264474884498211
5.07,0.4266910758755272
5.075,0.426934541991433
5.08,0.427177886989996
5.085,0.4274211110628362
5.09,0.42766421440074065
5.095,0.42790719719366693
5.1,0.4281500596307478
5.105,0.42839280190029533
5.11,0.4286354241898044
5.115,0.4288779266859575
5.12,0.4291203095746282
5.125,0.4293625730408857
5.13,0.4296047172689982
5.135,0.4298467424424375
5.14,0.4300886487438826
5.145,0.4303304363552237
5.15,0.4305721054575664
5.155,0.4308136562312349
5.16,0.43105508885577676
5.165,0.43129640350996623
5.17,0.4315376003718084
5.175,0.43177867961854244
5.18,0.4320196414266461
5.185,0.4322604859718394
5.19,0.4325012134290879
5.195,0.43274182397260685
5.2,0.432982317775865
5.205,0.43322269501158805
5.21,0.4334629558517624
5.215,0.4337031004676391
5.22,0.4339431290297371
5.225,0.4341830417078471
5.23,0.4344228386710353
5.235,0.4346625200876467
5.24,0.43490208612530895
5.245,0.4351415369509358
5.25,0.4353808727307308
5.255,0.43562009363019033
5.26,0.4358591998141078
5.265,0.4360981914465769
5.27,0.43633706869099476
5.275,0.4365758317100658
5.28,0.43681448066580514
5.285,0.43705301571954164
5.29,0.437291437031922
5.295,0.4375297447629134
5.3,0.43776793907180755
5.305,0.43800602011722345
5.31,0.4382439880571112
5.315,0.43848184304875504
5.32,0.4387195852487769
5.325,0.4389572148131395
5.33,0.43919473189714964
5.335,0.4394321366554615
5.34,0.43966942924207997
5.345,0.4399066098103639
5.35,0.4401436785130289
5.355,0.4403806355021511
5.36,0.44061748092917
5.365,0.4408542149448919
5.37,0.4410908376994926
5.375,0.4413273493425208
5.38,0.4415637500229015
5.385,0.4418000398889385
5.39,0.442036219088318
5.395,0.4422722877681114
5.4,0.44250824607477846
5.405,0.44274409415417026
5.41,0.44297983215153225
5.415,0.4432154602115075
5.42,0.44345097847813914
5.425,0.44368638709487396
5.43,0.44392168620456496
5.435,0.44415687594947445
5.44,0.44439195647127705
5.445,0.44462692791106234
5.45,0.4448617904093382
5.455,0.44509654410603333
5.46,0.4453311891405001
5.465,0.4455657256515179
5.47,0.4458001537772954
5.475,0.44603447365547383
5.48,0.44626868542312936
5.485,0.4465027892167764
5.49,0.44673678517236987
5.495,0.44697067342530866
5.5,0.4472044541104377
5.505,0.44743812736205096
5.51,0.44767169331389456
5.515,0.44790515209916865
